,0,1,2,3,4,5
410,848.860385,2.58e-31,5,6,1207,1203
411,849.616482,1.6499999999999998e-30,4,6,1207,1203
412,849.6607949999999,7.549999999999999e-33,4,6,1207,1203
413,849.781385,1.1299999999999998e-32,4,6,1207,1203
414,850.750379,3.56e-31,5,6,1207,1203
415,851.140388,6.55e-33,4,6,1207,1203
416,852.2154009999999,5.22e-33,4,6,1207,1203
417,853.094959,2.4599999999999997e-32,4,6,1207,1203
418,853.487575,1.85e-32,4,6,1207,1203
419,856.125767,1.07e-30,4,6,1207,1203
420,857.1853050000001,1.4e-31,5,6,1207,1203
421,857.7005199999999,2.21e-31,4,6,1207,1203
422,858.034248,7.37e-31,4,6,1207,1203
423,858.593416,6.43e-33,4,6,1207,1203
424,861.2255550000001,3.8299999999999995e-31,4,6,1207,1203
425,861.749366,8.589999999999999e-32,5,6,1207,1203
426,861.946792,8.71e-33,5,6,1207,1203
427,861.984855,2.98e-32,4,6,1207,1203
428,862.639878,4.3899999999999994e-33,4,6,1207,1203
429,863.008526,1.8399999999999998e-31,4,6,1207,1203
430,864.2405980000001,2.33e-32,4,6,1207,1203
431,864.905831,5.14e-33,5,6,1207,1203
432,865.503842,1.7699999999999998e-31,5,6,1207,1203
433,866.2154869999999,1.1699999999999999e-32,4,6,1207,1203
434,866.8290890000001,1.11e-32,4,6,1207,1203
435,870.52673,1.3299999999999999e-30,4,6,1207,1203
436,871.187917,4.61e-33,4,6,1207,1203
437,872.0016730000001,1.96e-32,4,6,1207,1203
438,872.533124,7.609999999999999e-33,4,6,1207,1203
439,872.629609,4.539999999999999e-33,4,6,1207,1203
440,872.7150220000001,4.94e-33,4,6,1207,1203
441,872.764298,7.24e-33,5,6,1207,1203
442,873.459366,8.94e-31,4,6,1207,1203
443,873.990184,5.46e-33,4,6,1207,1203
444,874.00191,8.34e-33,4,6,1207,1203
445,874.0983650000001,1.05e-32,4,6,1207,1203
446,874.2225300000001,7e-32,5,6,1207,1203
447,874.70011,9.659999999999998e-31,4,6,1207,1203
448,875.577237,3.54e-32,5,6,1207,1203
449,875.923244,3.1999999999999996e-30,4,6,1207,1203
450,876.7413720000001,5.7799999999999994e-33,4,6,1207,1203
451,878.2033050000001,4.4299999999999995e-32,4,6,1207,1203
452,878.608142,7.24e-33,4,6,1207,1203
453,878.701835,7.659999999999998e-33,4,6,1207,1203
454,878.818193,5.939999999999999e-33,4,6,1207,1203
455,880.260228,3.0899999999999997e-32,4,6,1207,1203
456,881.1952279999999,2.33e-32,4,6,1207,1203
457,881.2581289999999,1.67e-30,4,6,1207,1203
458,881.518326,8.909999999999998e-31,5,6,1207,1203
459,881.9708720000001,4.61e-33,5,6,1207,1203
460,883.140544,9.32e-33,4,6,1207,1203
461,883.248014,8.679999999999999e-33,4,6,1207,1203
462,883.361042,1.56e-32,4,6,1207,1203
463,883.6623800000001,7.78e-33,4,6,1207,1203
464,883.990049,4.49e-32,4,6,1207,1203
465,884.3174769999999,2.4199999999999998e-32,4,6,1207,1203
466,884.3876710000001,2.4599999999999997e-32,4,6,1207,1203
467,885.4505849999999,1.1299999999999998e-32,4,6,1207,1203
468,887.6074689999999,2.48e-30,4,6,1207,1203
469,887.6964,1.2299999999999999e-32,4,6,1207,1203
470,890.3693189999999,8.629999999999999e-31,5,6,1207,1203
471,890.87354,3.43e-30,4,6,1207,1203
472,892.05621,2.98e-31,4,6,1207,1203
473,892.735333,7.279999999999999e-33,4,6,1207,1203
474,894.352904,2.2499999999999997e-32,4,6,1207,1203
475,894.7773800000001,1.28e-32,4,6,1207,1203
476,894.7832,2.2999999999999998e-32,4,6,1207,1203
477,894.7839769999999,2.5499999999999994e-32,4,6,1207,1203
478,894.9041550000001,4.61e-32,4,6,1207,1203
479,895.1616720000001,5.0199999999999996e-30,4,6,1207,1203
480,895.476268,1.2299999999999999e-32,4,6,1207,1203
481,895.5689289999999,4.97e-32,4,6,1207,1203
482,896.18604,3.71e-32,4,6,1207,1203
483,896.23266,6.47e-33,4,6,1207,1203
484,896.235165,1.29e-32,4,6,1207,1203
485,896.7664470000001,5.349999999999999e-32,4,6,1207,1203
486,897.7440349999999,7.43e-32,4,6,1207,1203
487,898.2048689999999,2.7799999999999996e-32,4,6,1207,1203
